Category,Subject,Body
Retirements,"""Test Pension Scheme - Test Section - TST12345678""","""
From: abc.xyz@testmail.com
Sent: 09 November 2020 09:45
To: test.pensions@pensions.com
Subject: Re: Test Pension Scheme - Test Section

Dear Sirs ref: TST12345678

I have received the required retirement quote and would now like to request the Retirement Pack to proceed.

Many thanks

ABC XYZ
ZZ123123Z

From: test.pensions@pensions.com
Sent: ‎Friday‎, ‎9‎ ‎October‎ ‎2020 ‎11‎:‎25
To: abc.xyz@testmail.com

Dear Miss ABC
Test Pension Scheme - Test Section
(Formerly Test Group)
Thank you for your email regarding the Test Pension Scheme - Test Section
Your request has been logged and you will receive a written response from our administration department within 10 - 15 working days.
Should you have any further queries please do not hesitate to contact the Customer Support Centre between 9.00am and 5.00pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com
Yours sincerely
ABC

From: abc.xyz@testmail.com
Sent: 07 October 2020 13:38
To: test.pensions@pensions.com
Subject: Re: Test Pension Scheme - Test Section
My full address is
*****
Many thanks
ABC

On 7 Oct 2020 7:36 am, test.pensions@pensions.com<mailto:test.pensions@pensions.com> wrote:

Dear Miss ABC

Test Pension Scheme - Test Section

(Formerly Test Group)

Thank you for your email regarding the Test Pension Scheme - Test Section

To enable us to answer your enquiry, please could you provide your full address for data verification purposes?

Should you have any further queries please do not hesitate to contact the Customer Support Centre between 9.00am and 5.00pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com

Yours sincerely

ABC

From: abc.xyz@testmail.com
Sent: 05 October 2020 09:01
To: test.pensions@pensions.com
Subject: Re: Retirement quote

Dear Sirs

Could you please give me an estimated retirement quote for me to retire on 1st January 1400.

****

****

****

Test Pension Scheme - Test Section

TST12345678

Many thanks

ABC

From: abc.xyz@testmail.com
Sent: ‎Sunday‎, ‎4‎ ‎October‎ ‎2020 ‎10‎:‎14
To: test.pensions@pensions.com

Dear Sirs

Could you please give me an estimated retirement quote for me to retire on 1st January 1400.

****

****

Test Pension Scheme - Test Section

TST12345678

Many thanks

ABC


"""
Retirements,"""Test Pension Scheme - Test Section""","""
From: abc.xyz@testmail.com
Sent: 09 November 2020 13:03
To: test.pensions@pensions.com
Subject: Re: Test Pension Scheme - Test Section

Thank you for responding. My details are as follows

Mrs ABC
10 Test Road,
Test Street,
AA12 123
DOB: 01/01/1400

NI Number: ZZ123123Z








Mrs ABC

Data Manager

Deputy DPO

+91 012345678

________________________________
From: test.pensions@pensions.com
Sent: 09 November 2020 12:45
To: abc.xyz@testmail.com
Subject: Test Pension Scheme - Test Section

Dear Mrs ABC

Test Pension Scheme - Test Section

(Formerly Test Group)

Thank you for your email regarding the Test Pension Scheme - Test Section

To enable us to answer your enquiry, please could you provide your full address, date of birth and National Insurance number for data verification purposes?

Should you have any further queries please do not hesitate to contact the Customer Support Centre between 9.00am and 5.00pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com

Yours sincerely

Test Pensions

From: abc.xyz@testmail.com
Sent: 05 November 2020 18:46
To: test.pensions@pensions.com
Subject: Test Pension Scheme - Test Section

Good afternoon

Ref: TST12345678

Now that my account has been updated and confirmed that I do have a pension with yourself, can you please tell me my options.

Can I withdraw from this pension?

Does this affect my current/state pension if I do withdraw?

Could you please send me some literature on what my options would be.

Thank you for your assistance in advance.

Kind regards

Mrs ABC

Data Manager

Deputy DPO

+91 012345678

________________________________

From: SPSArgos@mercer.com
Sent: 02 A test.pensions@pensions.comugust 2020 19:55
To: abc.xyz@testmail.comL Goff
Subject: Test Pension Scheme - Test Section

Dear Mrs ABC

Test Pension Scheme - Test Section

(Formerly Test Group)

Thank you for your email regarding the Test Pension Scheme - Test Section

I can confirm that we hold your record of pension with us. In order for our records to be updated with your correct surname, please provide original documentary evidence e.g. Marriage Certificate, Deed Poll or Decree Absolute confirming your change in details. Original documents will be returned to you by recorded delivery.

Should you have any further queries please do not hesitate to contact the Customer Support Centre between 9.00am and 5.00pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com

Yours sincerely

ABC

From: abc.xyz@testmail.com
Sent: 27 July 2020 16:35
To: test.pensions@pensions.com
Subject: Test Pension Scheme - Test Section

Good afternoon

You have not actually answered my original question. I want to know if I do hold a pension with your company. If you can confirm that, then I will, of course, update you with the required documents.

Kind regards

Mrs ABC

Data Manager

Deputy DPO

+91 012345678

________________________________

From: test.pensions@pensions.com
Sent: 27 ABC Pension Scheme - Test Section

Dear Mrs Goff

Test Pension Scheme - Test Section

(Formerly Test Group)

Thank you for your email regarding the Test Pension Scheme - Test Section and please accept our sincerest apologies for the delay in responding to you

In order for our records to be updated with your correct surname, please provide original documentary evidence e.g. Marriage Certificate, Deed Poll or Decree Absolute confirming your change in details. Original documents will be returned to you by recorded delivery.

Should you have any further queries please do not hesitate to contact the Customer Support Centre between 9.00am and 5.00pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com

Yours sincerely

Test Pensions

From: abc.xyz@testmail.com
Sent: 21 July 2020 19:20
To: test.pensions@pensions.com
Subject: Test Pension Scheme - Test Section

Thank you for getting back to me.

My details are;

*****

Mrs ABC

Data Manager

Deputy DPO

+91 012345678

________________________________

From: test.pensions@pensions.com
Sent: 21 July 2020 14:38
To: abc.xyz@testmail.com
Subject: Test Pension Scheme - Test Section

Dear Mrs ABC

Test Pension Scheme - Test Section

(Formerly Test Group)

Thank you for your email regarding the Test Pension Scheme - Test Section

To enable us to answer your enquiry, please could you provide your full address, date of birth and National Insurance number for data verification purposes?

Should you have any further queries please do not hesitate to contact the Customer Support Centre between 9.00am and 5.00pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com

Yours sincerely

Test Pensions

From: abc.xyz@testmail.com
Sent: 15 July 2020 17:59
To: test.pensions@pensions.com
Subject: Pension enquiry

Good evening, my maiden name is DEF, date of birth ***.

I am enquiring as to whether I have a pension or frozen pension with your company.

I am on your mailing list, so was wondering.

Thank you for your assistance

Kind regards

ABC


"""
Retirements,"""Test Retirement and Death Benefits Plan - Test Section""","""
From: abc.xyz@testmail.com
Sent: 09 November 2020 09:24
To: test.pensions@pensions.com
Subject: Test Retirement and Death Benefits Plan - Test Section

Good morning,

I've not yet received anything from you in respect of my request to start drawing my pension. Can you advise please.

Regards,

ABC

On Thu, 15 Oct 2020, 15:40 , <test.pensions@pensions.com> wrote:

Dear ABC
Test Retirement and Death Benefits Plan - Test Section
Thank you for your email regarding the Test Retirement and Death Benefits Plan - Test Section.
Your request has been logged and you will receive a written response from our administration department within 10 - 15 working days.
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com
Yours sincerely

Test Pensions
From: abc.xyz@testmail.com
Sent: 13 October 2020 15:03
To: test.pensions@pensions.com
Subject: Fwd: Test Retirement and Death Benefits Plan - Test Section
Further to the attached
ABC
***
****
***
---------- Forwarded message ---------
From: abc.xyz@testmail.com
Date: Tue, 13 Oct 2020, 10:29
Subject: Test Retirement and Death Benefits Plan - Test Section
To: test.pensions@pensions.com
Following on from the recent information sent regarding pension options I have decided I would like to start receiving my Test pension.
Can you advise the process for this please and the information required
Regards
ABC


"""
Retirements,"""Test Retirement and Employee Security Scheme : Mr Mr ABC XYZ ""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 09:39
To: test.pensions@pensions.com
Subject: Test Retirement and Employee Security Scheme : Mr Mr ABC XYZ

Hi Test Pensions,

Thank you for your email, could you please reissue the email sent on 21/10 to me?

Has the request been processed?

Kind regards,
Test IFA


From: test.pensions@pensions.com
Sent: 09 November 2020 09:32
To: test.ifa@fincorp.com
Subject: Test Retirement and Employee Security Scheme : Mr Mr ABC XYZ

Dear Test IFA

Test Retirement and Employee Security Scheme

Thank you for your email regarding the Test Retirement and Employee Security Scheme.

I have checked our records and can confirm that the email was sent to you on 21 October 2020 in relation to member’s retirement process.

Should you have any further queries please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday, on our helpline +91 012345678. Alternatively, please e-mail us at test.pensions@pensions.com<mailto:test.pensions@pensions.com>


Yours sincerely

Test Pensions




From: test.ifa@fincorp.com
Sent: 05 November 2020 22:22
To: test.pensions@pensions.com
Cc: testfund@fincorp.com
Subject: Mr ABC XYZ #TST12345678

Good afternoon,

Last month we sent Mr ABC’s signed Retirement Options Form on 14th October 2020, could you please confirm safe receipt?

Also could you kindly provide me with an update on the process of setting up his annual pension?

Should you need any further information or assistance please do not hesitate to contact me.

Kind regards,
Test IFA


"""
Retirements,"""Test Salaried Contributory Pension Fund""","""
From: abc.xyz@testmail.com
Sent: 17 November 2020 06:31
To: test.pensions@pensions.com
Subject: RE: Test Salaried Contributory Pension Fund

Address on file:
10 Test Road,
Test Street,
AA12 123

NEW ADDRESS
102 Test Road,
Test Street,
EA12 123

Thanks and regards

ABC

-------- Original message --------
From: test.pensions@pensions.com
Date: 17/11/20 4:37 pm (GMT+10:00)
To: abc.xyz@testmail.com
Subject: Test Salaried Contributory Pension Fund

Dear Test Pensions
Test Salaried Contributory Pension Fund
Thank you for your email regarding the Test Salaried Contributory Pension Fund.
Please accept our sincerest apologies for the delay in responding to you.
To enable us to answer your enquiry, please could you provide your full address for data verification purposes?
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com.
Yours sincerely
Test Pensions
From: abc.xyz@testmail.com
Sent: 10 November 2020 13:24
To: test.pensions@pensions.com
Subject: CURRENT PROOF OF PENSION
Importance: High
Test scheme number *****
Dear Sir or madam,
I have been asked for proof of my current Test pension payments, the financial institution I am dealing with will not accept documents older than two months, and the most recent I have are from January 2018.
They will accept proof in the form of an email attachment. Hopefully this is something you can respond to quickly.
Further to this, I am still waiting for a reply to my email of 6th November where I asked for clarification on an overpayment into my account.
Best regards
ABC
"""
Retirements,"""Test Trust Pension Plan""","""
From: abc.xyz@testmail.com
Sent: 17 November 2020 15:08
To: test.pensions@pensions.com
Subject: Re: Test Trust Pension Plan

Hi

It is now 15 working days since you sent this email so this is a polite chasing email. When can I expect a response?

Regards

ABC

On Tue, 27 Oct 2020 at 12:25, <test.pensions@pensions.com> wrote:
Dear ABC
Test Trust Pension Plan
Thank you for your email regarding the Test Pension Plan
Your request has been logged and you will receive a written response from our administration department within 10 - 15 working days.
If you require any further information or have any questions please contact the Customer Support Centre on +91 012345678 between 8.30am and 5.30pm, Monday to Friday, or alternatively e-mail us at test.pensions@pensions.com
Yours sincerely

Test Pensions
From: abc.xyz@testmail.com
Sent: 23 October 2020 17:01
To: test.pensions@pensions.com
Subject: Pension Forecast
Dear Sir/Madam
Ref TST12345678
****
You were kind enough to send me a forecast on the 01/01/1400 of my pension at the normal retirement date - 01/01/1400. I was wondering whether you could also send me indicative forecasts for different dates of retirement, namely:-
Age 58 - 01/01/1400
Age 59 - 01/01/1400
Age 61 - 01/01/1400
So that I can examine the costs of taking it early and the potential benefit for delaying it by 1 year. Also, if you felt that the figure indicated in the May letter had changed for the projection for my normal retirement date of 01/01/1400 had altered please update it.
Kind Regards
ABC


"""
Retirements,"""TST12345678 Mr ABC XYZ""","""
From: abc.xyz@testmail.com
Sent: 17 November 2020 14:38
To: test.pensions@pensions.com
Subject: REF: TST12345678 Mr ABC XYZ

Dear Sir/Madam,

I have a pension, Test Industries Pension Scheme TST12345678

I would like to have this pension paid out to me as a lump sum as soon as possible.

Can you advise if you require any further information so as to proceed with my request.

As requested on your correspondence to me please find below details as requested.

ABC XYZ

ZZ123123Z

Yours Sincerely

ABC
"""
Retirements,"""[WARNING: MESSAGE ENCRYPTED]Ref: TST12345678 [MESSAGE ENCRYPTED]""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 10:44
To: test.pensions@pensions.com
Subject: [WARNING: MESSAGE ENCRYPTED]Ref: TST12345678 [MESSAGE ENCRYPTED]

Dear Sirs

Ref; TST12345678

Please find enclosed a Letter of Authority in relation to the above mentioned policy.

The attached document is password protected with the clients date of birth in the format dd/mm/yyyy (including the ‘ / ‘)

The authority letter was previously submitted via your online submission portal, but you have written to the client to confirm the letter was in an unreadable format.

If there are any issues with this letter, please let me know ASAP.

Please could you provide the full scheme information including the following:

1. Policy Start date.
2. Original investment amount.
3. Funds invested in and unit holding information, number of units including SEDOL codes.
4. List of funds available to the plan along with details of maximum invested
5. Full contribution history.
6. Are there any ongoing contributions being made, if so at what level?
7. What is the selected Retirement age(s)?
8. Projected illustration at selected retirement age and to age 65 if different.
9. Current fund and transfer values.
10. Is the policy written in trust, if so please confirm the details
11. Does the policy include any Protected Rights, if so what is/are the values?
12. Can you please confirm whether there is any Enhanced Protection advised for this Plan?
13. Details of all nominated beneficiaries noted on the plan? If not, please provide us with an Expression of Wish form.

Where possible please email any correspondence to test.ifa@fincorp.com<mailto:test.ifa@fincorp.com>

I look forward to hearing from you and if you have any queries please let me know.

Best regards

Test IFA


"""
Retirements,"""Your retirement quotation request""","""
From: abc.xyz@testmail.com
Sent: 13 November 2020 08:22
To: test.pensions@pensions.com
Subject: Re: Your retirement quotation request

As requested - full address, date of birth and National Insurance number / payroll reference number.

ABC
10 Test Road,
Test Street,
AA12 123

doB = 01/01/1400
Ni = ZZ123123Z
Pay = TST12345678


ABC

________________________________
From: abc.xyz@testmail.com
Sent: 12 November 2020 6:09 PM
To: test.pensions@pensions.com
Subject: Re: Your retirement quotation request
Hi - please could you help me understand this quote I have generated on the Test website.

It would appear from the figures if I retire 1 day earlier than my 65 birthday that my Pension is significantly increased. Obviously I don't believe this, but need an explanation to help me understand and gain confidence that the other quotes I have generated for other dates 55 / 57/ 60 etc are actually valid to make some life changing decisions on.

I attach a screen grab of the ""Normal"" retirement age quote and the ""one day before"" quote.

Thanks in advance for your assistance.

ABC
d.o.b. = 01/01/1400
Company payrole number = TST12345678



ABC

________________________________
From: test.pensions@pensions.com
Sent: 12 November 2020 5:54 PM
To: abc.xyz@testmail.com
Subject: Your retirement quotation request


The results of the retirement quotation calculation you requested for your Test Pension Plan are now available.

Retirement Date: 01/01/1400

Calculated At: 01/01/1400

You can view your quotation by logging on to the pension section of Test Account



This quotation will be available to you until 01/01/1400 00:00:00 or until such time you request another quotation.

If you have any questions regarding the document, or your Test Pension, just call the Test support team on +91 012345678or email us at test.pensions@pensions.com<mailto:test.pensions@pensions.com>. About the links in this email - In order to protect you from potential security threats, Test does not use clickable links in emails. To visit a link, just copy and paste it into your browser.

Regards

Test Pension Team



"""
Retirements,"""ZZ123123Z""","""
From: abc.xyz@testmail.com
Sent: 09 November 2020 11:34
To: test.pensions@pensions.com
Subject: ZZ123123Z

Dear Sir/Madam

Please may you confirm if you consider ill health unreduced pension for deferred members? If so, what is the process?

Thanks in advance.
Kind Regards​
​

ABC XYZ
"""
Transfers,"""*** - TST12345678""",""" 
From: test.pensions@pensions.com
Sent: 09 November 2020 11:34
To: testfund@fincorp.com
Subject: FW: *** - TST12345678
Importance: High
 
 
 
Hi Team, 
 
Please see below query and reply accordingly. 
 
Thank You
 
Test Pensions
 
From: abc.xyz@testmail.com
Sent: 09 November 2020 10:14
To: test.pensions@pensions.com
Cc: Test IFA
Subject: RE: *** - TST12345678
Importance: High
 
Good Morning,
 
Further to the below email, please can you confirm that you now have all the information you require to process the clients transfer?
 
I await your response
 
Thanks 
 
ABC
 
From: test.pensions@pensions.com
Sent: 26 October 2020 12:40
To: abc.xyz@testmail.com
Subject: *** - TST12345678
 
  _____  

Dear ABC
 
Thank you for your email 
 
I have checked our records and can confirm that the correspondence was issued to the member on 21 October 2020.
 
Should you have any further queries please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com
 
Yours sincerely

Test Pensions 
10 Test Road, Test Street, AA12 123 
Direct Dial: +91 012345678
test.pensions@pensions.com
 
From: abc.xyz@testmail.com
Sent: 21 October 2020 14:19
To: test.pensions@pensions.com
Subject: *** - TST12345678
Importance: High
 
 
Good Afternoon,
 
Please can you provide me with an update on the transfer away to Test Pensions?
 
I await your response
 
Regards
ABC
 

Tel: +91 012345678
 
"""
Transfers,"""*** - TST12345678""",""" 
From: test.pensions@pensions.com
Sent: 09 November 2020 11:34
To: testfund@fincorp.com
Subject: FW: *** - TST12345678
Importance: High
 
 
 
Hi Team, 
 
Please see below query and reply accordingly. 
 
Thank You
 
Test Pensions
 
From: abc.xyz@testmail.com
Sent: 09 November 2020 10:14
To: test.pensions@pensions.com
Cc: Test IFA
Subject: RE: *** - TST12345678
Importance: High
 
Good Morning,
 
Further to the below email, please can you confirm that you now have all the information you require to process the clients transfer?
 
I await your response
 
Thanks 
 
ABC
 
From: test.pensions@pensions.com
Sent: 26 October 2020 12:40
To: abc.xyz@testmail.com
Subject: *** - TST12345678
 
  _____  

Dear ABC
 
Thank you for your email 
 
I have checked our records and can confirm that the correspondence was issued to the member on 21 October 2020.
 
Should you have any further queries please do not hesitate to contact the Customer Support Centre between 8.30am and 5.30pm, Monday to Friday on our helpline +91 012345678. Alternatively, please email us at test.pensions@pensions.com
 
Yours sincerely

Test Pensions 
10 Test Road, Test Street, AA12 123 
Direct Dial: +91 012345678
test.pensions@pensions.com
 
From: abc.xyz@testmail.com
Sent: 21 October 2020 14:19
To: test.pensions@pensions.com
Subject: *** - TST12345678
Importance: High
 
 
Good Afternoon,
 
Please can you provide me with an update on the transfer away to Test Pensions?
 
I await your response
 
Regards
ABC
 

Tel: +91 012345678
 
"""
Transfers,"""ABC – Test Pensions (TST12345678) *********URGENT********** ""","""
From: test.ifa@fincorp.com
Sent: 13 November 2020 13:57
To: test.pensions@pensions.com<mailto:test.pensions@pensions.com>
Subject: ABC – Test Pensions (TST12345678) *********URGENT**********

Hi,

Please can you provide an update on the progress of this information request and an estimated date we can expect a response with the information.

Many thanks in advance

**Please quote our client case number on all your replies TST12345678**


Regards

Test IFA


From: test.ifa@fincorp.com
Sent: 10 November 2020 12:05
To: test.pensions@pensions.com<mailto:test.pensions@pensions.com>
Subject: ABC – Test Pensions (TST12345678) *********URGENT**********

URGENT ** URGENT ** URGENT

Please can someone give us an urgent update on the attached LOA and information request. The client is looking for an update, so would appreciate a current timescale, just so as we can manage the client's expectations.

many thanks,

**Please quote our client case number on all your replies TST12345678 **

Test IFA

________________________________
From: test.ifa@fincorp.com
Sent: 06 November 2020 18:02
To: test.pensions@pensions.com<mailto:test.pensions@pensions.com> testfund@fincorp.com<mailto:testfund@fincorp.com>
Subject: ABC – Test Pensions (TST12345678) *********URGENT**********


**Please quote our client case number TST12345678 on all your replies**





Hi



Please find attached pension information/projections letter, together with our client’s signed letter of authority (LOA).



Please provide us with the requested information as soon as possible by SECURE EMAIL IF POSSIBLE.



Transfer/Discharge requirements:

• Please enclose your discharge/transfer/encashment form

• Please confirm what form of ID is required from our mutual client

• Please confirm if your funds can be paid directly to St. James’s Place Wealth Management for the client’s benefit

• Please confirm if the discharge/encashment/transfer of this plan is supported under the ORIGO Options Pension Transfer Service.





Please Email: TST12345678



Tel: +91 012345678



Regards

Test IFA

"""
Transfers,"""ABC - CETV Request""","""
From: testfund@fincorp.com
Sent: 01 December 2020 10:47
To: test.pensions@pensions.com
Subject: ABC - CETV Request

Dear Sirs

RE:                          TEST Group Pension Plan
Member:               ABC
NI Number:          ZZ123123Z

I refer to my request of 12 October 2020 for a new CETV in respect of the above member and your letter of 2 November confirming it was referred to the Scheme Actuary for review.  I should be grateful if you would provide me with an update on this and when I should expect receipt.

Yours faithfully

TEST FUND
"""
Transfers,"""ABC - Guaranteed Transfer Value - ZZ123123Z""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 10:57
To: test.pensions@pensions.com
Cc: testfund@fincorp.com
Subject: ABC - Guaranteed Transfer Value - ZZ123123Z

Good morning,

I would be grateful if you would confirm the above member has now left the scheme and when we can expect to received the guaranteed transfer value requested.

Kind regards,

Test IFA

From: test.ifa@fincorp.com
Sent: 16 September 2020 17:16
To: test.pensions@pensions.com
Cc: testfund@fincorp.com
Subject: ABC - Guaranteed Transfer Value - ZZ123123Z

Good afternoon,

Further to my email below, I would request a guaranteed CETV be produced and sent to us as soon as possible.

Kind regards,

Test IFA

From: test.ifa@fincorp.com
Sent: 02 September 2020 10:06
To: test.pensions@pensions.com
Cc: testfund@fincorp.com
Subject: ABC - Guaranteed Transfer Value - ZZ123123Z
Good morning,

I would be grateful if you could confirm you have received notification the above client has left the scheme and subsequently provide a guaranteed transfer value.

Kind regards,

Test IFA
"""
Transfers,"""ABC - ZZ123123Z""",""" 
From: test.ifa@fincorp.com
Sent: 13 November 2020 11:21
To: testfund@fincorp.com
Cc: test.pensions@pensions.com
Subject: ABC - ZZ123123Z
 
Hello
 
Further to my previous email, please now find attached correspondence from the receiving scheme, Test Pensions. 
 
I trust this is satisfactory and meets your requirements to proceed with the transfer. 
 
It would be most appreciated if you could give me an indication of when we can expect the transfer to be paid to DEF.
 
I look forward to hearing from you.
 
Kind regards
 
Test IFA
 
From: test.ifa@fincorp.com
Sent: 11 November 2020 16:36
To: testfund@fincorp.com 
Cc: test.pensions@pensions.com
Subject: ABC - ZZ123123Z
 
Hello
 
Please find attached a duly completed Transfer Discharge form and a letter confirming that the above member has received financial advice in relation to transferring his benefits away from the Test Pension Scheme.
 
The Receiving Scheme Warranty form and any other required documents will follow shortly.
 
I trust this is satisfactory and look forward to receiving confirmation that the guaranteed CETV which expires on 31/12/2020 is now secured.
 
Kind regards
 
Test IFA
 
"""
Transfers,"""ABC XYZ - Test Pensions for Senior Staff - Case Ref:TST12345678""","""
From: test.pensions@pensions.com
Sent: 18 November 2020 19:45
To: testfund@fincorp.com
Subject: ABC XYZ - Test Pensions for Senior Staff - Case Ref:TST12345678



Dear DEF

Further to your telephone call on 12 November 2020 and subsequent calls on 17 and 18 November 2020, please accept my sincere apologies for the delay in providing the revised transfer value for Mr ABC XYZ.

We do pride ourselves on the quality of service that we deliver to our Corporate Clients, Trustees and most importantly, individual members. We receive relatively few complaints and do take any very seriously.
We are sorry about your dissatisfaction you have had to wait so long for the information you requested. I can advise that an email has been issued earlier today providing the transfer information.

On behalf of myself and the team at Mercer, we would like to extend our apologies for any inconvenience caused and trust that you will be reassured that we do seek to minimise the number of occasions on which matters such as this arise. Should you have any further queries or cause for concern, please do not hesitate to contact us on the number quoted below.

Your sincerely

Test Pensions
Postal Address: 10 Test Road,
Test Street,
AA12 123
Helpline: +91 012345678

"""
Transfers,"""ABC XYZ - TST12345678 - ZZ123123Z""","""
From: test.ifa@fincorp.com
Sent: 19 November 2020 15:40
To: test.pensions@pensions.com<mailto:test.pensions@pensions.com>
Cc: abc.xyz@testmail.com
Subject: ABC XYZ - TST12345678 - ZZ123123Z

Hi (FAO DEF),

Thank you for your email dated the 17/11/2020

We have arranged payment to the account mentioned (please confirm receipt)

Please could you now authorise a revaluation of ABC XYZ’s Test Pension Paid Contributory Pension Fund immediately and confirm timescales for this. If you require new forms to be completed could you please arrange them to be sent out to both ABC and myself preferably via email. We would like this transfer to go through without further delay so please outline whether you require anything else in the meanwhile to speed up the process.

Thank you
If you have any further questions please do not hesitate to contact me

Kind Regards
Test IFA
Independent Financial Adviser

"""
Transfers,"""ABC XYZ - ZZ123123Z""","""
From: test.ifa@fincorp.com
Sent: 18 November 2020 16:51
To: test.pensions@pensions.com
Subject: ABC XYZ - ZZ123123Z

Good Afternoon,

Please can you provide an update on the above members transfer request.

Kind Regards

Test IFA
10 Test Road,
Test Street,
AA12 123
T: +91 012345678
E: test.ifa@fincorp.com<mailto:test.ifa@fincorp.com>

"""
Transfers,"""ABC XYZ""","""
From: test.ifa@fincorp.com
Sent: 18 November 2020 17:11
To: test.pensions@pensions.com
Subject: ABC XYZ

I attach our client’s authority.

Please provide: -


  *   Estimate of benefits at age 60
  *   Estimate of benefits at NRD
  *   CETV statement

In anticipation, thank you for your assistance.

Regards,

Test IFA


"""
Transfers,"""ABC XYZZ""",""" 
From: test.ifa@fincorp.com
Sent: 09 November 2020 13:56
To: testfund@fincorp.com
Subject: ABC XYZZ
Importance: High
 
Hi,
 
Are partial transfers allowed on the attached policy? 
 
Many Thanks
 
Test IFA
Research Analyst 
 
 
 
10 Test Road,
Test Street,
AA12 123
Tel: +91 012345678
 
"""
Transfers,"""ABC""","""
From: test.ifa@fincorp.com
Sent: 09 November 2020 10:39
To: test.pensions@pensions.com
Cc: testfund@fincorp.com
Subject: ABC

Hello,
DOB: 01/01/1400
NI: ZZ123123Z
Please find attached an LOA for your records.
We are reviewing a case for the above named client and would appreciate if you could answer a few points.


  *   Please confirm the transfer value of £192,265.50 takes into account the members pension sharing order
  *   Please provide the last 5 years of discretionary increases in payment
  *   Please confirm if the ‘fixed addition’ tranche revalues in deferment or increases in payment?
     *   If so, is this by RPI or CPI? Any max? 5 or 2.5%?
  *   Please provide a full table of commutation factors
     *   Specifically, for age 65 and 60
  *   Please provide an early retirement factor for age 60
  *   Please confirm in the event of early retirement if the pension revalues to NRD or actual retirement date?
  *   Please provide the value of the members contributions at date of leaving

Kind regards,

Test IFA

T: +91 012345678
E: test.ifa@fincorp.com


"""
Transfers,"""ABCD QUERY""","""
From: test.pensions@pensions.com
Sent: 01 December 2020 09:02
To: test.scheme@pensions.com
Subject: FW: ABCD QUERY


Hello Team



Please see below query and reply accordingly to the Member/IFA.



Many Thanks,

TEST PENSIONS

From: test.ifa@fincorp.com
Sent: 30 November 2020 17:33
To: test.pensions@pensions.com
Subject: ABCD QUERY

Hi

Please find attached a letter of Authority and Scheme information request letter that was previously sent to XYZ in September 2020.  Can you please confirm receipt and arrange for this information to be provided to me as a matter of urgency.

We have received other CETV’s for this client which are administered by yourselves which are due to expire at end of December 2020, therefore we would appreciate your assistance to expedite this request.  We have unfortunately spent some time trying to trace the administrators of this scheme and I understand the benefits were invested through XYZ. Your assistance in this matter would be gratefully appreciated.

Password to follow.


Kind regards,
TEST IFA

"""
Transfers,"""ABCD XX TST12345678""","""
From: test.ifa@fincorp.com
Sent: 01 December 2020 12:05
To: test.pensions@pensions.com
Subject: ABCD XX TST12345678

Good morning

Re XX Test Pensions Ref No TST12345678

Sorry this is  quite urgent as docs only valid until 01/01/1400
I have tried to contact your office vis phone today, still holding after 45 minutes. Documents received to transfer client benefits can we email across discharge forms signed by client or are originals required? No adviser sign off doc was attached is this required? Can we send across our standard document of can you provide such a document via email asap? Again is original required in post or can we email?

I look forward to your response

TEST IFA


"""
Transfers,"""CETV Request_Mr XYZ ""","""
From: test.ifa@fincorp.com
Sent: 01 December 2020 10:02
To: test.pensions@pensions.com
Subject: FW: CETV Request_Mr XYZ

Following my email dated 28th October, Mr XYZ has now left employment and is no longer an active member of the pension scheme. Please calculate and send his Guaranteed transfer value CETV as soon as possible.

Regards,

TEST IFA

From: test.ifa@fincorp.com
Sent: 28 October 2020 13:45
To: test.pensions@pensions.com
Subject: CETV Request_Mr XYZ
Importance: High

Mr XYZ
10 Test Road,
Test Street,
AA12 123

Works Number : TST12345678

DOB: 01/01/1400
NI No: ZZ123123Z

I hold authority for Mr XYZ and request a CETV be sent to me for him as soon as possible

Thank you

TEST IFA
"""
Transfers,"""Change of address details""","""
From: abc.xyz@testmail.com
Sent: 01 December 2020 11:26
To: test.pensions@pensions.com
Subject: Change of address details

Hi,

I am in the TEST pension scheme, and we have moved house in the last few days.

I have updated my address details with HR here at XXX, but wondered how I can do this on my TEST pension account? Or will this update automatically over time now that HR are aware?

Regards,

ABC
"""
